날짜,최고기온,최저기온,증감치,월,일,연도,가격
2020-11-12,17.4,-3.9,90.0,11,12,2020,2572.0
2020-11-13,17.4,-1.4,50.0,11,13,2020,2622.0
2020-11-17,18.3,1.0,70.0,11,17,2020,2766.0
2020-11-18,16.5,10.8,-110.0,11,18,2020,2656.0
2020-11-19,21.0,8.8,6.0,11,19,2020,2662.0
2020-11-20,8.8,-0.4,-10.0,11,20,2020,2652.0
2020-11-24,6.9,-4.1,-110.0,11,24,2020,2632.0
2020-11-25,8.4,-4.4,-60.0,11,25,2020,2572.0
2020-11-26,10.6,-3.0,0.0,11,26,2020,2572.0
2020-11-27,8.0,-3.1,-100.0,11,27,2020,2472.0
2020-12-01,6.4,-9.5,-90.0,12,1,2020,2242.0
2020-12-02,5.7,-4.8,-40.0,12,2,2020,2202.0
2020-12-03,5.3,-7.0,110.0,12,3,2020,2312.0
2020-12-08,4.6,-8.1,-120.0,12,8,2020,2182.0
2020-12-09,5.4,-10.8,0.0,12,9,2020,2182.0
2020-12-10,7.0,-1.8,-250.0,12,10,2020,1932.0
2020-12-11,6.9,-4.0,0.0,12,11,2020,1932.0
2020-12-15,-5.4,-21.1,56.0,12,15,2020,1862.0
2020-12-16,-5.0,-21.3,-10.0,12,16,2020,1852.0
2020-12-17,-1.9,-21.1,150.0,12,17,2020,2002.0
2020-12-18,1.8,-11.2,-40.0,12,18,2020,1962.0
2020-12-22,4.0,-11.9,-200.0,12,22,2020,1772.0
2020-12-23,5.6,-8.9,-40.0,12,23,2020,1732.0
2020-12-24,5.1,-6.7,70.0,12,24,2020,1802.0
2020-12-29,2.8,-5.0,40.0,12,29,2020,1862.0
2020-12-30,-3.1,-14.2,330.0,12,30,2020,2192.0
2020-12-31,-5.0,-19.1,20.0,12,31,2020,2212.0
2021-01-05,-2.3,-15.0,180.0,1,5,2021,2522.0
2021-01-06,-3.6,-19.7,10.0,1,6,2021,2532.0
2021-01-07,-6.8,-20.0,330.0,1,7,2021,2862.0
2021-01-08,-11.0,-22.9,-170.0,1,8,2021,2692.0
2021-01-12,-0.3,-18.2,100.0,1,12,2021,2792.0
2021-01-13,6.5,-7.6,0.0,1,13,2021,2792.0
2021-01-14,7.5,-9.2,154.0,1,14,2021,2946.0
2021-01-15,9.4,-7.9,100.0,1,15,2021,3046.0
2021-01-19,-1.5,-19.7,-140.0,1,19,2021,3152.0
2021-01-20,6.0,-17.2,60.0,1,20,2021,3212.0
2021-01-21,5.9,-7.0,-40.0,1,21,2021,3172.0
2021-01-22,5.5,0.7,-100.0,1,22,2021,3072.0
2021-01-26,3.9,-1.6,-20.0,1,26,2021,3252.0
2021-01-27,6.8,-5.1,230.0,1,27,2021,3482.0
2021-01-28,0.4,-9.7,80.0,1,28,2021,3562.0
2021-01-29,-4.4,-13.2,330.0,1,29,2021,3892.0
2021-02-02,0.9,-7.8,60.0,2,2,2021,3852.0
2021-02-03,0.7,-14.1,140.0,2,3,2021,3992.0
2021-02-04,0.2,-13.0,320.0,2,4,2021,4312.0
2021-02-05,4.8,-7.1,340.0,2,5,2021,4652.0
2021-02-09,4.2,-11.6,-160.0,2,9,2021,4232.0
2021-02-10,6.5,-5.6,220.0,2,10,2021,4452.0
2021-02-16,-2.4,-10.5,-50.0,2,16,2021,4452.0
2021-02-17,-5.4,-11.4,-100.0,2,17,2021,4352.0
2021-02-18,-1.7,-15.0,480.0,2,18,2021,4832.0
2021-02-19,6.5,-14.0,100.0,2,19,2021,4932.0
2021-02-23,6.5,-7.6,480.0,2,23,2021,5452.0
2021-02-24,10.3,-8.8,-200.0,2,24,2021,5252.0
2021-02-25,7.6,-6.7,-180.0,2,25,2021,5072.0
2021-02-26,13.4,-7.4,0.0,2,26,2021,5072.0
2021-03-03,8.0,-5.9,0.0,3,3,2021,5152.0
2021-03-04,10.9,-3.0,0.0,3,4,2021,5152.0
2021-03-05,16.2,-2.1,100.0,3,5,2021,5252.0
2021-03-09,13.5,-3.9,-440.0,3,9,2021,4732.0
2021-03-10,17.1,-4.1,60.0,3,10,2021,4792.0
2021-03-11,17.6,-2.9,-420.0,3,11,2021,4372.0
2021-03-12,10.9,3.9,40.0,3,12,2021,4412.0
2021-03-16,15.4,1.6,60.0,3,16,2021,3852.0
2021-03-17,18.2,-2.9,-40.0,3,17,2021,3812.0
2021-03-18,18.9,-2.3,-100.0,3,18,2021,3712.0
2021-03-19,19.6,6.8,100.0,3,19,2021,3812.0
2021-03-23,17.0,-3.9,-120.0,3,23,2021,4272.0
2021-03-24,16.2,-2.1,0.0,3,24,2021,4272.0
2021-03-25,20.4,0.5,-160.0,3,25,2021,4112.0
2021-03-26,21.5,-0.8,-300.0,3,26,2021,3812.0
2021-03-30,18.8,-1.9,-60.0,3,30,2021,3772.0
2021-03-31,22.9,-1.6,-100.0,3,31,2021,3672.0
2021-04-01,22.3,2.0,40.0,4,1,2021,3712.0
2021-04-02,25.1,2.0,-320.0,4,2,2021,3392.0
2021-04-06,20.1,2.1,0.0,4,6,2021,3626.0
2021-04-07,20.7,1.1,-40.0,4,7,2021,3586.0
2021-04-08,18.5,0.3,140.0,4,8,2021,3726.0
2021-04-09,17.0,-0.1,-60.0,4,9,2021,3666.0
2021-04-13,16.4,7.2,-340.0,4,13,2021,3732.0
2021-04-14,15.4,0.1,180.0,4,14,2021,3912.0
2021-04-15,18.3,-0.6,80.0,4,15,2021,3992.0
2021-04-16,14.7,2.7,-160.0,4,16,2021,3832.0
2021-04-20,25.5,2.3,-340.0,4,20,2021,3532.0
2021-04-21,29.3,5.3,40.0,4,21,2021,3572.0
2021-04-22,28.2,10.5,-192.0,4,22,2021,3380.0
2021-04-23,20.5,12.1,272.0,4,23,2021,3652.0
2021-04-27,19.3,6.9,-72.0,4,27,2021,3200.0
2021-04-28,19.8,7.2,-208.0,4,28,2021,2992.0
2021-04-29,17.3,4.4,0.0,4,29,2021,2992.0
2021-04-30,13.8,6.7,-60.0,4,30,2021,2932.0
2021-05-04,17.1,6.7,-212.0,5,4,2021,2960.0
2021-05-07,18.4,5.8,-110.0,5,7,2021,3106.0
2021-05-11,27.3,4.8,0.0,5,11,2021,2912.0
2021-05-12,27.2,6.5,-220.0,5,12,2021,2692.0
2021-05-13,29.9,9.0,-220.0,5,13,2021,2472.0
2021-05-14,29.8,12.5,-120.0,5,14,2021,2352.0
2021-05-18,24.3,11.4,-100.0,5,18,2021,2352.0
2021-05-21,18.1,11.6,0.0,5,21,2021,1972.0
2021-05-25,16.8,8.3,0.0,5,25,2021,1812.0
2021-05-26,23.3,6.1,-340.0,5,26,2021,1472.0
2021-05-27,17.0,11.7,-40.0,5,27,2021,1432.0
2021-05-28,18.3,11.1,60.0,5,28,2021,1492.0
2021-06-01,23.8,14.4,-60.0,6,1,2021,1172.0
2021-06-02,29.9,14.8,-86.0,6,2,2021,1086.0
2021-06-03,23.1,14.0,0.0,6,3,2021,1086.0
2021-06-04,24.6,11.7,40.0,6,4,2021,1126.0
2021-06-08,27.3,15.6,80.0,6,8,2021,1066.0
2021-06-09,31.8,13.7,-40.0,6,9,2021,1026.0
2021-06-10,31.0,16.2,0.0,6,10,2021,1026.0
2021-06-11,25.5,18.1,80.0,6,11,2021,1106.0
2021-06-15,24.8,16.9,-160.0,6,15,2021,986.0
2021-06-16,25.6,15.7,-80.0,6,16,2021,906.0
2021-06-17,23.2,14.3,40.0,6,17,2021,946.0
2021-06-18,23.4,16.6,-200.0,6,18,2021,746.0
2021-06-22,27.2,15.0,20.0,6,22,2021,766.0
2021-06-23,26.0,14.8,160.0,6,23,2021,926.0
2021-06-24,28.6,14.8,-20.0,6,24,2021,906.0
2021-06-25,29.3,16.3,-66.0,6,25,2021,840.0
2021-06-29,29.4,18.4,0.0,6,29,2021,840.0
2021-06-30,28.1,19.1,0.0,6,30,2021,840.0
2021-07-01,31.0,17.4,-114.0,7,1,2021,726.0
2021-07-02,30.0,18.5,0.0,7,2,2021,726.0
2021-07-06,29.9,19.0,14.0,7,6,2021,1070.0
2021-07-07,29.4,21.1,180.0,7,7,2021,1250.0
2021-07-08,32.1,21.0,-34.0,7,8,2021,1216.0
2021-07-09,30.1,20.5,-90.0,7,9,2021,1126.0
2021-07-13,33.7,21.8,-120.0,7,13,2021,886.0
2021-07-14,34.0,22.8,-80.0,7,14,2021,806.0
2021-07-15,33.8,22.4,-22.0,7,15,2021,784.0
2021-07-16,34.1,22.3,58.0,7,16,2021,842.0
2021-07-20,32.9,21.4,-14.0,7,20,2021,1062.0
2021-07-21,35.2,21.4,-14.0,7,21,2021,1048.0
2021-07-22,35.4,20.4,-112.0,7,22,2021,936.0
2021-07-23,35.2,20.8,-10.0,7,23,2021,926.0
2021-07-27,35.4,23.1,-116.0,7,27,2021,846.0
2021-07-28,34.6,21.2,36.0,7,28,2021,882.0
2021-07-29,33.2,21.6,30.0,7,29,2021,912.0
2021-07-30,34.5,23.3,-16.0,7,30,2021,896.0
2021-08-03,31.7,23.8,98.0,8,3,2021,1176.0
2021-08-04,32.1,23.1,82.0,8,4,2021,1258.0
2021-08-05,33.6,22.3,178.0,8,5,2021,1436.0
2021-08-06,33.9,23.1,226.0,8,6,2021,1662.0
2021-08-10,29.2,18.6,-310.0,8,10,2021,1272.0
2021-08-11,30.9,19.9,-6.0,8,11,2021,1266.0
2021-08-12,29.8,19.1,10.0,8,12,2021,1276.0
2021-08-13,28.5,19.7,-130.0,8,13,2021,1146.0
2021-08-18,27.8,17.9,50.0,8,18,2021,1082.0
2021-08-19,28.7,15.1,64.0,8,19,2021,1146.0
2021-08-20,30.3,17.9,36.0,8,20,2021,1182.0
2021-08-24,25.3,19.8,-28.0,8,24,2021,1358.0
2021-08-25,25.7,21.2,38.0,8,25,2021,1396.0
2021-08-26,27.3,20.0,-30.0,8,26,2021,1366.0
2021-08-27,22.9,18.1,-116.0,8,27,2021,1250.0
2021-08-31,22.2,17.1,-146.0,8,31,2021,1422.0
2021-09-01,23.5,17.0,122.0,9,1,2021,1544.0
2021-09-02,27.4,17.6,132.0,9,2,2021,1676.0
2021-09-03,27.3,14.7,60.0,9,3,2021,1736.0
2021-09-07,20.0,16.5,-118.0,9,7,2021,1538.0
2021-09-08,27.9,17.0,40.0,9,8,2021,1578.0
2021-09-09,27.5,16.0,-28.0,9,9,2021,1550.0
2021-09-10,27.9,15.3,6.0,9,10,2021,1556.0
2021-09-14,28.4,15.4,40.0,9,14,2021,1576.0
2021-09-15,26.1,12.3,-50.0,9,15,2021,1526.0
2021-09-16,27.4,11.6,98.0,9,16,2021,1624.0
2021-09-17,25.6,14.7,0.0,9,17,2021,1624.0
2021-09-24,26.9,14.1,-22.0,9,24,2021,1602.0
2021-09-28,25.4,14.3,140.0,9,28,2021,1536.0
2021-09-29,21.3,17.7,-216.0,9,29,2021,1320.0
2021-09-30,26.1,14.7,-24.0,9,30,2021,1296.0
2021-10-01,27.3,14.2,20.0,10,1,2021,1316.0
2021-10-06,20.2,15.3,-124.0,10,6,2021,1146.0
2021-10-07,20.3,15.5,10.0,10,7,2021,1156.0
2021-10-08,19.6,16.1,232.0,10,8,2021,1388.0
2021-10-13,24.9,10.4,194.0,10,13,2021,1676.0
2021-10-14,23.7,12.4,4.0,10,14,2021,1680.0
2021-10-15,21.0,13.9,-192.0,10,15,2021,1488.0
2021-10-19,15.6,3.1,32.0,10,19,2021,1560.0
2021-10-20,14.8,0.9,78.0,10,20,2021,1638.0
2021-10-21,15.3,0.0,18.0,10,21,2021,1656.0
2021-10-22,16.7,1.8,-134.0,10,22,2021,1522.0
2021-10-26,18.3,1.9,0.0,10,26,2021,1518.0
2021-10-27,19.2,2.4,10.0,10,27,2021,1528.0
2021-10-28,20.1,0.5,-12.0,10,28,2021,1516.0
2021-10-29,20.0,1.1,6.0,10,29,2021,1522.0
2021-11-02,16.6,3.0,-30.0,11,2,2021,1512.0
2021-11-03,17.9,3.9,6.0,11,3,2021,1518.0
2021-11-04,17.0,1.1,10.0,11,4,2021,1528.0
2021-11-05,19.4,3.4,-6.0,11,5,2021,1522.0
2021-11-09,5.5,0.1,120.0,11,9,2021,1702.0
2021-11-10,6.8,-1.2,40.0,11,10,2021,1742.0
2021-11-11,9.9,-1.9,34.0,11,11,2021,1776.0
2021-11-12,9.1,-3.6,74.0,11,12,2021,1850.0
2021-11-16,14.4,-2.3,-46.0,11,16,2021,1736.0
2021-11-17,12.3,-4.5,-120.0,11,17,2021,1616.0
2021-11-18,14.7,1.0,-26.0,11,18,2021,1590.0
2021-11-19,16.1,5.4,46.0,11,19,2021,1636.0
2021-11-23,2.6,-5.6,-36.0,11,23,2021,1600.0
2021-11-24,9.1,-6.1,-8.0,11,24,2021,1592.0
2021-11-25,10.4,-4.2,-120.0,11,25,2021,1472.0
2021-11-26,8.2,-7.0,6.0,11,26,2021,1478.0
2021-11-30,7.8,-2.0,-10.0,11,30,2021,1478.0
2021-12-01,0.5,-7.0,84.0,12,1,2021,1562.0
2021-12-02,3.6,-10.4,38.0,12,2,2021,1600.0
2021-12-07,10.1,-4.9,4.0,12,7,2021,1542.0
2021-12-08,8.1,-3.2,-20.0,12,8,2021,1522.0
2021-12-09,5.4,-4.7,-142.0,12,9,2021,1380.0
2021-12-10,5.1,-2.7,-128.0,12,10,2021,1252.0
2021-12-14,4.8,-7.0,140.0,12,14,2021,1342.0
2021-12-15,8.9,0.2,0.0,12,15,2021,1342.0
2021-12-16,7.9,-0.4,-4.0,12,16,2021,1338.0
2021-12-17,3.6,-12.4,-56.0,12,17,2021,1282.0
2021-12-21,11.1,-4.9,-16.0,12,21,2021,1232.0
2021-12-22,8.1,-8.2,10.0,12,22,2021,1242.0
2021-12-23,7.4,-8.9,0.0,12,23,2021,1242.0
2021-12-24,3.0,-5.1,20.0,12,24,2021,1262.0
2021-12-28,-0.3,-15.1,-20.0,12,28,2021,1348.0
2021-12-29,2.4,-8.4,214.0,12,29,2021,1562.0
2021-12-30,-0.1,-10.6,-90.0,12,30,2021,1472.0
2021-12-31,-3.1,-14.6,-96.0,12,31,2021,1376.0
2022-01-04,2.7,-11.6,-30.0,1,4,2022,1298.0
2022-01-05,1.3,-14.9,0.0,1,5,2022,1298.0
2022-01-06,4.5,-12.6,-20.0,1,6,2022,1278.0
2022-01-07,4.5,-14.5,-6.0,1,7,2022,1272.0
2022-01-11,-0.9,-12.1,36.0,1,11,2022,1206.0
2022-01-12,-2.4,-17.8,-4.0,1,12,2022,1202.0
2022-01-13,-2.9,-16.7,160.0,1,13,2022,1362.0
2022-01-14,0.0,-18.2,36.0,1,14,2022,1398.0
2022-01-18,-0.5,-17.0,-20.0,1,18,2022,1366.0
2022-01-19,-3.6,-13.6,0.0,1,19,2022,1366.0
2022-01-20,0.9,-17.2,40.0,1,20,2022,1406.0
2022-01-21,4.9,-17.2,-18.0,1,21,2022,1388.0
2022-01-25,1.2,-2.0,-20.0,1,25,2022,1378.0
2022-01-26,6.3,-6.5,142.0,1,26,2022,1520.0
2022-01-27,5.3,-10.8,0.0,1,27,2022,1520.0
2022-01-28,3.3,-13.4,-4.0,1,28,2022,1516.0
2022-02-04,-0.4,-15.7,-116.0,2,4,2022,1400.0
2022-02-08,5.6,-12.7,-56.0,2,8,2022,1292.0
2022-02-09,6.7,-14.2,-20.0,2,9,2022,1272.0
2022-02-10,8.7,-10.7,-110.0,2,10,2022,1162.0
2022-02-11,8.8,-12.1,50.0,2,11,2022,1212.0
2022-02-15,0.0,-8.5,-42.0,2,15,2022,1128.0
2022-02-16,-3.6,-14.1,134.0,2,16,2022,1262.0
2022-02-17,-1.1,-17.4,30.0,2,17,2022,1292.0
2022-02-18,5.7,-16.9,-90.0,2,18,2022,1202.0
2022-02-22,0.5,-14.0,-20.0,2,22,2022,1396.0
2022-02-23,-0.3,-17.3,-34.0,2,23,2022,1362.0
2022-02-24,3.9,-17.8,0.0,2,24,2022,1362.0
2022-02-25,8.6,-12.5,64.0,2,25,2022,1426.0
2022-03-03,11.9,-5.7,54.0,3,3,2022,1702.0
2022-03-04,14.6,-7.5,220.0,3,4,2022,1922.0
2022-03-08,11.9,-6.0,-136.0,3,8,2022,1752.0
2022-03-11,18.6,-4.7,-46.0,3,11,2022,1706.0
2022-03-15,13.5,0.5,-6.0,3,15,2022,1672.0
2022-03-16,17.9,-1.5,-100.0,3,16,2022,1572.0
2022-03-17,14.5,4.3,-6.0,3,17,2022,1566.0
2022-03-18,9.3,1.8,-16.0,3,18,2022,1550.0
2022-03-22,13.4,-4.0,-44.0,3,22,2022,1412.0
2022-03-23,8.0,-0.9,-10.0,3,23,2022,1402.0
2022-03-24,10.1,1.3,14.0,3,24,2022,1416.0
2022-03-25,18.1,-0.7,-44.0,3,25,2022,1372.0
2022-03-29,17.1,-4.1,-8.0,3,29,2022,1242.0
2022-03-30,15.1,-1.3,10.0,3,30,2022,1252.0
2022-03-31,12.4,1.6,-84.0,3,31,2022,1168.0
2022-04-01,15.1,-2.5,-92.0,4,1,2022,1076.0
2022-04-05,17.8,-2.5,24.0,4,5,2022,1066.0
2022-04-06,18.6,0.3,36.0,4,6,2022,1102.0
2022-04-07,18.6,3.0,-20.0,4,7,2022,1082.0
2022-04-08,21.3,-2.1,146.0,4,8,2022,1228.0
2022-04-12,27.3,9.7,120.0,4,12,2022,1286.0
2022-04-13,13.9,6.5,-20.0,4,13,2022,1266.0
2022-04-14,12.1,5.7,-28.0,4,14,2022,1238.0
2022-04-15,18.3,1.1,-22.0,4,15,2022,1216.0
2022-04-19,23.0,0.9,40.0,4,19,2022,1206.0
2022-04-20,22.8,1.6,-24.0,4,20,2022,1182.0
2022-04-21,22.0,1.8,10.0,4,21,2022,1192.0
2022-04-22,18.0,11.5,-16.0,4,22,2022,1176.0
2022-04-26,27.3,14.1,-40.0,4,26,2022,1136.0
2022-04-27,23.6,6.7,0.0,4,27,2022,1136.0
2022-04-28,25.0,4.9,126.0,4,28,2022,1262.0
2022-04-29,14.7,6.1,110.0,4,29,2022,1372.0
2022-05-03,21.4,0.9,66.0,5,3,2022,1382.0
2022-05-04,25.5,1.9,4.0,5,4,2022,1386.0
2022-05-10,26.1,4.5,0.0,5,10,2022,1618.0
2022-05-11,25.3,8.3,-56.0,5,11,2022,1562.0
2022-05-12,26.9,10.2,-30.0,5,12,2022,1532.0
2022-05-13,19.5,8.4,-16.0,5,13,2022,1516.0
2022-05-17,26.0,6.2,170.0,5,17,2022,1592.0
2022-05-18,25.5,8.7,-76.0,5,18,2022,1516.0
2022-05-19,24.5,11.1,66.0,5,19,2022,1582.0
2022-05-20,26.1,9.2,-70.0,5,20,2022,1512.0
2022-05-24,30.7,10.4,54.0,5,24,2022,1552.0
2022-05-25,28.0,10.4,98.0,5,25,2022,1650.0
2022-05-26,23.3,11.1,30.0,5,26,2022,1680.0
2022-05-27,24.4,13.4,-10.0,5,27,2022,1670.0
2022-05-31,27.2,9.7,4.0,5,31,2022,1696.0
2022-06-03,31.6,12.7,-48.0,6,3,2022,1622.0
2022-06-08,25.1,11.8,64.0,6,8,2022,1746.0
2022-06-09,23.1,13.9,-10.0,6,9,2022,1736.0
2022-06-10,25.9,14.6,-90.0,6,10,2022,1646.0
2022-06-14,23.3,12.1,0.0,6,14,2022,1632.0
2022-06-15,18.1,12.9,34.0,6,15,2022,1666.0
2022-06-16,23.0,15.6,14.0,6,16,2022,1680.0
2022-06-17,28.1,14.2,-20.0,6,17,2022,1660.0
2022-06-21,34.0,18.4,4.0,6,21,2022,1528.0
2022-06-22,31.8,19.3,40.0,6,22,2022,1568.0
2022-06-23,28.4,18.2,114.0,6,23,2022,1682.0
2022-06-24,26.9,20.3,0.0,6,24,2022,1682.0
2022-06-28,29.4,23.2,-32.0,6,28,2022,1756.0
2022-06-29,28.5,23.3,-12.0,6,29,2022,1744.0
2022-06-30,25.1,20.3,34.0,6,30,2022,1778.0
2022-07-01,32.2,20.3,-50.0,7,1,2022,1728.0
2022-07-05,33.2,22.3,86.0,7,5,2022,1844.0
2022-07-06,32.8,22.3,54.0,7,6,2022,1898.0
2022-07-07,31.9,23.7,20.0,7,7,2022,1918.0
2022-07-08,28.6,23.9,-50.0,7,8,2022,1868.0
2022-07-12,30.3,18.4,20.0,7,12,2022,1888.0
2022-07-13,23.6,21.7,-74.0,7,13,2022,1814.0
2022-07-14,29.9,21.2,68.0,7,14,2022,1882.0
2022-07-15,31.2,19.0,-20.0,7,15,2022,1862.0
2022-07-19,32.0,21.3,194.0,7,19,2022,2262.0
2022-07-20,30.6,21.9,-44.0,7,20,2022,2218.0
2022-07-21,24.3,20.1,-56.0,7,21,2022,2162.0
2022-07-22,27.3,20.5,10.0,7,22,2022,2172.0
2022-07-26,33.2,20.2,-20.0,7,26,2022,2088.0
2022-07-27,32.5,21.4,30.0,7,27,2022,2118.0
2022-07-28,33.7,19.4,-100.0,7,28,2022,2018.0
2022-07-29,35.1,22.0,-70.0,7,29,2022,1948.0
2022-08-02,30.1,24.5,170.0,8,2,2022,2142.0
2022-08-03,29.3,24.0,-80.0,8,3,2022,2062.0
2022-08-04,32.6,24.5,26.0,8,4,2022,2088.0
2022-08-05,32.5,24.0,258.0,8,5,2022,2346.0
2022-08-09,26.2,22.8,244.0,8,9,2022,2954.0
2022-08-10,30.1,21.0,-72.0,8,10,2022,2882.0
2022-08-11,26.6,21.8,-18.0,8,11,2022,2864.0
2022-08-12,32.7,21.7,24.0,8,12,2022,2888.0
2022-08-17,30.9,19.1,-118.0,8,17,2022,2624.0
2022-08-18,29.2,19.4,-232.0,8,18,2022,2392.0
2022-08-19,27.0,21.1,42.0,8,19,2022,2434.0
2022-08-23,30.3,20.5,-110.0,8,23,2022,2192.0
2022-08-24,26.5,18.1,-154.0,8,24,2022,2038.0
2022-08-25,24.3,17.3,-28.0,8,25,2022,2010.0
2022-08-26,27.8,17.0,0.0,8,26,2022,2010.0
2022-08-30,19.3,16.0,-34.0,8,30,2022,2194.0
2022-08-31,23.5,17.2,394.0,8,31,2022,2588.0
2022-09-01,29.3,16.5,20.0,9,1,2022,2608.0
2022-09-02,28.7,14.8,-226.0,9,2,2022,2382.0
2022-09-06,25.7,13.0,-90.0,9,6,2022,2486.0
2022-09-07,27.5,12.4,58.0,9,7,2022,2544.0
2022-09-08,29.3,12.8,-76.0,9,8,2022,2468.0
2022-09-14,27.2,16.1,-258.0,9,14,2022,1986.0
2022-09-15,29.5,14.6,-28.0,9,15,2022,1958.0
2022-09-16,31.0,18.2,-54.0,9,16,2022,1904.0
2022-09-20,22.9,10.5,186.0,9,20,2022,1996.0
2022-09-21,24.2,9.9,-44.0,9,21,2022,1952.0
2022-09-22,23.7,8.8,0.0,9,22,2022,1952.0
2022-09-23,23.0,8.5,16.0,9,23,2022,1968.0
2022-09-27,27.2,9.6,6.0,9,27,2022,2014.0
2022-09-28,23.9,11.0,-94.0,9,28,2022,1920.0
2022-09-29,26.3,11.4,-26.0,9,29,2022,1894.0
2022-09-30,26.5,11.4,0.0,9,30,2022,1894.0
2022-10-05,19.3,11.2,206.0,10,5,2022,2440.0
2022-10-06,18.9,10.1,-310.0,10,6,2022,2130.0
2022-10-07,18.1,6.9,44.0,10,7,2022,2174.0
2022-10-12,21.1,4.6,38.0,10,12,2022,2228.0
2022-10-13,21.5,7.2,-64.0,10,13,2022,2164.0
2022-10-14,21.9,8.5,-34.0,10,14,2022,2130.0
2022-10-18,14.4,-0.8,-42.0,10,18,2022,1942.0
2022-10-19,16.3,-0.9,-78.0,10,19,2022,1864.0
2022-10-20,19.6,-1.1,-44.0,10,20,2022,1820.0
2022-10-21,20.7,3.7,14.0,10,21,2022,1834.0
2022-10-25,15.4,-0.3,120.0,10,25,2022,1960.0
2022-10-26,18.3,-0.1,-4.0,10,26,2022,1956.0
2022-10-27,19.7,1.9,-24.0,10,27,2022,1932.0
2022-10-28,20.2,3.9,-68.0,10,28,2022,1864.0
2022-11-01,19.3,3.4,-44.0,11,1,2022,1852.0
2022-11-02,18.6,1.8,-69.0,11,2,2022,1783.0
2022-11-03,12.9,-0.2,69.0,11,3,2022,1852.0
2022-11-04,9.8,-4.1,-22.0,11,4,2022,1830.0
2022-11-08,17.4,1.1,-20.0,11,8,2022,1960.0
2022-11-09,15.4,-1.2,24.0,11,9,2022,1984.0
2022-11-10,17.8,0.8,-4.0,11,10,2022,1980.0
2022-11-11,21.3,2.7,-48.0,11,11,2022,1932.0
2022-11-15,11.7,-1.0,96.0,11,15,2022,2072.0
2022-11-16,12.5,0.8,48.0,11,16,2022,2120.0
2022-11-17,14.9,-0.5,20.0,11,17,2022,2140.0
2022-11-18,16.8,-0.1,-30.0,11,18,2022,2110.0
2022-11-22,11.8,2.0,-50.0,11,22,2022,1944.0
2022-11-23,16.5,0.7,-40.0,11,23,2022,1904.0
2022-11-24,13.9,-1.1,-76.0,11,24,2022,1828.0
2022-11-25,16.1,-1.7,-16.0,11,25,2022,1812.0
2022-11-29,11.6,0.1,-28.0,11,29,2022,1784.0
2022-11-30,0.1,-8.2,8.0,11,30,2022,1792.0
2022-12-01,-1.3,-12.4,-56.0,12,1,2022,1736.0
2022-12-06,2.8,-11.1,-72.0,12,6,2022,1682.0
2022-12-07,7.8,-6.0,-14.0,12,7,2022,1668.0
2022-12-08,7.7,-7.4,-66.0,12,8,2022,1602.0
2022-12-09,6.7,-6.7,28.0,12,9,2022,1630.0
2022-12-13,2.6,-6.8,0.0,12,13,2022,1706.0
2022-12-14,-6.1,-13.4,178.0,12,14,2022,1884.0
2022-12-15,-3.5,-14.2,0.0,12,15,2022,1884.0
2022-12-16,-1.9,-17.9,-54.0,12,16,2022,1830.0
2022-12-20,1.3,-18.0,-118.0,12,20,2022,1752.0
2022-12-21,-0.9,-7.1,-6.0,12,21,2022,1746.0
2022-12-22,-3.1,-13.4,194.0,12,22,2022,1940.0
2022-12-23,-9.5,-17.0,174.0,12,23,2022,2114.0
2022-12-27,1.9,-17.0,-50.0,12,27,2022,1954.0
2022-12-28,0.1,-13.8,140.0,12,28,2022,2094.0
2022-12-29,0.7,-16.4,28.0,12,29,2022,2122.0
2022-12-30,1.5,-11.7,160.0,12,30,2022,2282.0
